"GeneID","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Cbx1","Cbx1",0.163194605408892,7.72910186242609,2.62970819524967,0.0125327733110781,0.0223451883384195,-4.94893940276432
"3110040N11Rik","3110040N11Rik",-0.334574912459243,3.31250019219858,-2.28237002171338,0.0285387670269846,0.0468485283684937,-4.95113194305195
"Cmpk1","Cmpk1",-0.211723323237376,6.41885344726118,-2.55995520629342,0.0148555404082305,0.0260231168603128,-4.95613043077449
"Rubcn","Rubcn",0.277073257888499,3.970545853923,2.35243497955872,0.0242927239040755,0.0405669577664945,-4.95748314373157
"Slc25a15","Slc25a15",-0.234563625890656,4.65926434416112,-2.43728812140258,0.0199192438655415,0.0338920160261982,-4.96069383164519
"Mcoln1","Mcoln1",0.208492681727163,4.60443986202413,2.44336373135342,0.0196353952598056,0.0334621397190794,-4.96238470872794
"Ptgis","Ptgis",-0.275105510341787,4.37662657750485,-2.45953587244908,0.0188976975798456,0.0323357557718664,-4.96469044973646
"Hnrnpu","Hnrnpu",0.123013143700899,8.28673177793404,2.63676922885831,0.0123173424939242,0.0220048465692487,-4.96587513320658
"Rap2c","Rap2c",0.20919553754983,5.88292757735428,2.52728754752475,0.0160740231142395,0.0279212786663425,-4.97322989573122
"Nf2","Nf2",-0.22092280396982,6.0687584119617,-2.52890183932832,0.0160117222558863,0.0278294489061501,-4.97514858068517
"Brpf3","Brpf3",-0.220621931531437,4.69909455365184,-2.39634156099984,0.0219316026300876,0.0370117362079493,-4.97600620017912
"Kank2","Kank2",-0.229359120334887,5.61646371169701,-2.54874879199593,0.0152636389629219,0.0266627794617341,-4.97782717751928
"Entpd7","Entpd7",0.294686248283385,3.61928622553631,2.28404728097102,0.0284297882868807,0.0466891205746963,-4.97899274184432
"Bc1","Bc1",0.399586445277706,4.779377720258,2.38685449965243,0.0224234148717766,0.0377714803908081,-4.98073497020872
"Dennd4a","Dennd4a",-0.388867563225103,3.530261946302,-2.28104393153566,0.0286251940986007,0.0469707983275787,-4.98141947305211
"Bahd1","Bahd1",-0.233731762485713,3.79418730942137,-2.35196553765529,0.0243191649937869,0.0406053649301865,-4.9816894496414
"Capn7","Capn7",-0.268856399320391,5.02622372618974,-2.4621106376643,0.0187826073756965,0.0321528151216581,-4.98246226560565
"Erlin1","Erlin1",0.240786500803535,5.00009757365362,2.47210577061062,0.0183418617329954,0.0314805476761536,-4.98266433259844
"Ngrn","Ngrn",-0.211224195214569,5.82250496211692,-2.52977492500575,0.0159781192533798,0.0277792294358053,-4.98269130545986
"Sdhaf3","Sdhaf3",-0.249353127411853,4.7910427897105,-2.41317512959164,0.0210829626717537,0.0356816516427126,-4.98503682816253
"Ints5","Ints5",0.23151615308719,5.4364554279855,2.48931914907743,0.0176048827603437,0.0303525364323447,-4.99080342523037
"Hspe1","Hspe1",-0.263992136840806,8.2311861058479,-2.61966657663126,0.012845133068068,0.0228302018585518,-4.9919643366565
"Btrc","Btrc",-0.32824714635925,3.75464324594327,-2.29680315126321,0.0276131378947051,0.0454872662498927,-4.99452035316956
"Tacc1","Tacc1",0.231747517070349,7.19791228746737,2.59678819052978,0.0135837890797128,0.0240200155219503,-4.9951159289619
"Dnaaf9","Dnaaf9",-0.262286074990386,6.5484401592225,-2.5653300038529,0.0146633855335137,0.0257400122785887,-4.99826802601856
"Snx14","Snx14",-0.261909495446502,4.19337054816859,-2.36819709571569,0.0234198706029466,0.0392482433769267,-5.00158946198306
"Tgm2","Tgm2",0.24693896883961,5.68890585130442,2.47730651002649,0.0181162807295741,0.0311341413033525,-5.00377761678575
"Sfpq","Sfpq",0.151311738136982,7.26191683335568,2.59583787319134,0.0136153011177743,0.0240685230128111,-5.00660036291848
"Cacfd1","Cacfd1",0.245937616239508,4.89841673236708,2.42490685247988,0.0205092745583966,0.0348005783460324,-5.0106663909779
"Atp6v1a","Atp6v1a",-0.112366631936098,8.71282946936955,-2.62468054650834,0.0126882793076895,0.022578630357786,-5.01069008790999
"1110038B12Rik","1110038B12Rik",0.235276298507287,5.53355521848386,2.49724616218879,0.0172746754347256,0.0298442847823829,-5.01563425261524
"Fam110a","Fam110a",0.255525624254349,3.23807591323392,2.29876613299698,0.0274893541412952,0.0453276590019569,-5.01601630591902
"Phyh","Phyh",-0.28136370803139,5.62283860895843,-2.52455403858352,0.0161800248634269,0.0280847334616316,-5.01685113107922
"Dcaf7","Dcaf7",0.193979037129492,4.72918646628605,2.41547770018075,0.0209692291079173,0.0355044438885201,-5.02182577975593
"Bltp3a","Bltp3a",-0.261957068437901,4.20568158832823,-2.32617861998047,0.0258121388908351,0.0428374756835101,-5.0262930383913
"Tomm6","Tomm6",-0.27650642158801,3.72248275036053,-2.2597743081912,0.0300438906355053,0.0489920969893146,-5.02739773512539
"Gfod2","Gfod2",-0.338841342506578,3.78110113711272,-2.30741475181319,0.0269499013150698,0.0445252675696953,-5.03405260649383
"Gcc2","Gcc2",0.178674141442734,5.57018244522658,2.49668141952721,0.0172980117217409,0.0298758516019761,-5.03527044729475
"Fam114a1","Fam114a1",-0.155055167507571,6.08484965841417,-2.54325779658227,0.01546733448102,0.0269786534901056,-5.03593321153916
"Gtf2h3","Gtf2h3",-0.272623113429281,4.5093149144763,-2.37103280081106,0.0232658836083834,0.0390123500300891,-5.04237849710391
"Gtf2b","Gtf2b",-0.22003599058776,4.12114350414488,-2.33502441007772,0.0252909329740144,0.0420731002858745,-5.04436775993015
"Tbc1d10b","Tbc1d10b",-0.176985413835132,5.37336556497286,-2.45832818145904,0.0189519016532864,0.0324238015814201,-5.05283461788844
"Ap3m1","Ap3m1",0.17637273340453,5.0320260667888,2.41673855377838,0.0209071866598589,0.0354146429595141,-5.05374588647532
