"GeneID","gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Ikbke","Ikbke",-0.935636865389252,3.64902311869748,-3.95645728853115,0.000346184757677445,0.00190055270873825,0.188243296924041
"Cdt1","Cdt1",-0.594632593096704,3.64809202640566,-4.00918437882679,0.000296997114372304,0.00167174234511662,0.187344622615577
"B4galt5","B4galt5",-0.561497051136015,4.90453814845455,-4.05717571681095,0.000258200464044403,0.00147947988091106,0.185965548975918
"Sumf2","Sumf2",-0.331110457810625,4.99375147682487,-4.14737711674881,0.000198224809582851,0.00118054331320468,0.180839309656737
"Mlf2","Mlf2",0.237044500523762,8.47600628063881,4.26538916291322,0.000139954814835901,0.000881102937798273,0.179743498999955
"Ugcg","Ugcg",-0.670826292388386,4.55799988879195,-4.06856120499113,0.000249749393433976,0.00143453911574199,0.178451851641329
"Ubiad1","Ubiad1",0.394409989666334,4.10158712781541,4.08794958562801,0.000235975889710877,0.0013667371363814,0.177365571517188
"Cnst","Cnst",0.645211995121846,2.85524950286689,4.00191974588211,0.000303345255464794,0.00169856066633775,0.167508418442903
"Nedd8","Nedd8",0.243246595785781,8.18378112700541,4.25473277335856,0.000144437943532954,0.00090192484556031,0.164651386343692
"Epdr1","Epdr1",-0.400653212361703,4.34162072426863,-4.10765201549186,0.000222740570791705,0.00130194221377849,0.162443726041446
"Glrx","Glrx",0.463793473719393,5.29239251855792,4.12506315229166,0.000211650624780718,0.00124790308403944,0.162201459586677
"Ndufb4","Ndufb4",0.331326084113864,7.00443738627822,4.23058791190276,0.000155123175839671,0.000957187881044159,0.151001073346621
"C1s1","C1s1",-0.572869981471021,4.52161088882513,-4.07778243110801,0.000243103388976549,0.00139908965031479,0.150597726341354
"Nop58","Nop58",-0.375481903906874,6.54778309886654,-4.19085871773074,0.000174414730036123,0.00105796657324739,0.142199402061149
"Elob","Elob",0.271838970803483,8.85672941007185,4.257300088091,0.000143345166194855,0.000896705339749152,0.141030301536508
"Crip2","Crip2",-1.45936156600988,0.290037079050374,-4.00252710849094,0.0003028094853588,0.00169636576840604,0.134074187581738
"Pimreg","Pimreg",-1.11742569801996,1.47448001072088,-3.95315576533408,0.00034951579227847,0.00191527511254129,0.132283085814834
"Tmem63a","Tmem63a",-0.441286240797864,5.05180501488128,-4.10503941531914,0.000224452951324001,0.00131028991574496,0.127067368936663
"Epb41l3","Epb41l3",-0.51184185248223,4.07194855307877,-4.02295869779124,0.000285314470493406,0.00161368174634765,0.124677018129613
"Cbr2","Cbr2",-0.261266603584932,8.31095793031417,-4.24673592245321,0.000147894428615553,0.000918830157349285,0.12238486055661
"Nme1","Nme1",0.24586327329366,7.01344965568694,4.20890184362711,0.000165378359724836,0.00101252407266924,0.119929376304497
"Asap1","Asap1",-0.286186575233829,6.3480090867023,-4.18988244046497,0.000174917227253164,0.00106046939729333,0.117024502855033
